iter	Passed	Remaining
1665	61043	1245
1666	61078	1209
1667	61114	1172
1668	61149	1135
1669	61186	1099
1670	61219	1062
1671	61254	1025
1672	61289	989
1673	61324	952
1674	61360	915
1675	61395	879
1676	61429	842
1677	61465	805
1678	61501	769
1679	61536	732
1680	61570	695
1681	61604	659
1682	61639	622
1683	61673	585
1684	61709	549
1685	61743	512
1686	61783	476
1687	61817	439
1688	61851	402
1689	61886	366
1690	61921	329
1691	61956	292
1692	61992	256
1693	62029	219
1694	62064	183
1695	62099	146
1696	62134	109
1697	62169	73
1698	62202	36
1699	62236	0
