iter	RMSE
1665	1.077019169
1666	1.076829805
1667	1.076794777
1668	1.076524494
1669	1.076115403
1670	1.075444494
1671	1.07496875
1672	1.07441834
1673	1.074131381
1674	1.073586714
1675	1.073473887
1676	1.073116094
1677	1.072788101
1678	1.072615398
1679	1.07211712
1680	1.07182775
1681	1.071506177
1682	1.071230637
1683	1.07103822
1684	1.070793525
1685	1.070310981
1686	1.070108268
1687	1.069930128
1688	1.069684658
1689	1.069366143
1690	1.069244471
1691	1.068872237
1692	1.068747916
1693	1.068652108
1694	1.068136258
1695	1.067787924
1696	1.067556484
1697	1.067042262
1698	1.066609618
1699	1.066505295
